publication_year,category,type,count
2002,Advanced Database Systems and Queries,primary_topic,4
2002,Advanced Differential Equations and Dynamical Systems,primary_topic,1
2002,Advanced Image and Video Retrieval Techniques,primary_topic,2
2002,Advanced MEMS and NEMS Technologies,primary_topic,1
2002,Advanced Manufacturing and Logistics Optimization,primary_topic,1
2002,Advanced Memory and Neural Computing,primary_topic,1
2002,Advanced Multi-Objective Optimization Algorithms,primary_topic,1
2002,Advanced Queuing Theory Analysis,primary_topic,2
2002,Advanced Software Engineering Methodologies,primary_topic,25
2002,Advanced Text Analysis Techniques,primary_topic,39
2002,Advanced Topology and Set Theory,primary_topic,1
2002,Advanced Vision and Imaging,primary_topic,1
2002,Advanced Wireless Network Optimization,primary_topic,2
2002,Advertising and Communication Studies,primary_topic,1
2002,Aerospace Engineering,subfield,6
2002,Aerospace and Aviation Technology,primary_topic,1
2002,Aesthetic Perception and Analysis,primary_topic,12
2002,Aging,subfield,2
2002,Aging and Gerontology Research,primary_topic,2
2002,Agricultural Economics and Policy,primary_topic,5
2002,Agricultural Economics and Practices,primary_topic,1
2002,Agricultural Innovations and Practices,primary_topic,4
2002,Agricultural and Biological Sciences,field,31
2002,Agricultural risk and resilience,primary_topic,4
2002,Agriculture Sustainability and Environmental Impact,primary_topic,2
2002,"Agriculture, Land Use, Rural Development",primary_topic,1
2002,Algorithms and Data Compression,primary_topic,1
2002,American Constitutional Law and Politics,primary_topic,1
2002,American History and Culture,primary_topic,1
2002,Anesthesia and Sedative Agents,primary_topic,2
2002,Anesthesiology and Pain Medicine,subfield,2
2002,Animal Behavior and Reproduction,primary_topic,1
2002,Animal Ecology and Behavior Studies,primary_topic,1
2002,Animal and Plant Science Education,primary_topic,2
2002,Anthropology,subfield,2
2002,"Anxiety, Depression, Psychometrics, Treatment, Cognitive Processes",primary_topic,1
2002,Applied Psychology,subfield,17
2002,Architecture,subfield,3
2002,Architecture and Computational Design,primary_topic,3
2002,Art History and Market Analysis,primary_topic,3
2002,Artificial Immune Systems Applications,primary_topic,1
2002,Artificial Intelligence,subfield,441
2002,Artificial Intelligence in Games,primary_topic,15
2002,Artificial Intelligence in Healthcare,primary_topic,3
2002,Arts and Humanities,field,247
2002,Astronomy and Astrophysics,subfield,4
2002,Atmospheric Science,subfield,1
2002,"Atomic and Molecular Physics, and Optics",subfield,3
2002,Attachment and Relationship Dynamics,primary_topic,1
2002,Attention Deficit Hyperactivity Disorder,primary_topic,4
2002,Auction Theory and Applications,primary_topic,13
2002,"Auditing, Earnings Management, Governance",primary_topic,9
2002,Augmented Reality Applications,primary_topic,1
2002,Automotive Engineering,subfield,15
2002,Ayn Rand and Brontë studies,primary_topic,1
2002,BIM and Construction Integration,primary_topic,2
2002,Bacillus and Francisella bacterial research,primary_topic,3
2002,Banking Systems and Strategies,primary_topic,1
2002,"Banking stability, regulation, efficiency",primary_topic,7
2002,Bayesian Modeling and Causal Inference,primary_topic,23
2002,Behavioral Health and Interventions,primary_topic,12
2002,Behavioral and Psychological Studies,primary_topic,11
2002,Big Data and Business Intelligence,primary_topic,11
2002,Biochemical effects in animals,primary_topic,1
2002,"Biochemistry, Genetics and Molecular Biology",field,36
2002,Biomedical Engineering,subfield,3
2002,Biomedical Text Mining and Ontologies,primary_topic,7
2002,Biomedical and Engineering Education,primary_topic,1
2002,Brazilian Legal Issues,primary_topic,1
2002,Building and Construction,subfield,6
2002,Business Process Modeling and Analysis,primary_topic,22
2002,Business Strategy and Innovation,primary_topic,30
2002,Business and International Management,subfield,1
2002,Business and Management Studies,primary_topic,13
2002,"Business, Education, Mathematics Research",primary_topic,1
2002,"Business, Management and Accounting",field,478
2002,COVID-19 epidemiological studies,primary_topic,1
2002,Cancer survivorship and care,primary_topic,1
2002,Capital Investment and Risk Analysis,primary_topic,5
2002,Cardiac Arrest and Resuscitation,primary_topic,2
2002,"Categorization, perception, and language",primary_topic,15
2002,Cellular and Molecular Neuroscience,subfield,1
2002,"Chaos, Complexity, and Education",primary_topic,1
2002,Chemical Engineering,field,1
2002,Chemical Health and Safety,subfield,1
2002,Chemical Safety and Risk Management,primary_topic,1
2002,Chemistry,field,6
2002,Child Development and Digital Technology,primary_topic,2
2002,Child and Adolescent Psychosocial and Emotional Development,primary_topic,1
2002,Child and Animal Learning Development,primary_topic,106
2002,Childhood Cancer Survivors' Quality of Life,primary_topic,1
2002,Civil and Structural Engineering,subfield,1
2002,Classical Antiquity Studies,primary_topic,1
2002,Classical Philosophy and Thought,primary_topic,1
2002,Climate Change Communication and Perception,primary_topic,1
2002,Climate Change Policy and Economics,primary_topic,4
2002,Climate change impacts on agriculture,primary_topic,1
2002,Clinical Psychology,subfield,10
2002,Clinical Reasoning and Diagnostic Skills,primary_topic,21
2002,Coastal and Marine Management,primary_topic,1
2002,Cognitive Abilities and Testing,primary_topic,9
2002,Cognitive Computing and Networks,primary_topic,1
2002,Cognitive Functions and Memory,primary_topic,9
2002,Cognitive Neuroscience,subfield,132
2002,Cognitive Science and Education Research,primary_topic,24
2002,Cognitive Science and Mapping,primary_topic,61
2002,Cognitive and developmental aspects of mathematical skills,primary_topic,13
2002,Collaboration in agile enterprises,primary_topic,6
2002,Color perception and design,primary_topic,1
2002,Communication,subfield,29
2002,Communication in Education and Healthcare,primary_topic,2
2002,Community Health and Development,primary_topic,1
2002,Competitive and Knowledge Intelligence,primary_topic,4
2002,Complex Network Analysis Techniques,primary_topic,34
2002,Complex Systems and Decision Making,primary_topic,152
2002,Complex Systems and Time Series Analysis,primary_topic,54
2002,Complexity and Algorithms in Graphs,primary_topic,1
2002,"Computability, Logic, AI Algorithms",primary_topic,10
2002,Computational Theory and Mathematics,subfield,30
2002,Computer Networks and Communications,subfield,31
2002,Computer Science,field,750
2002,Computer Science Applications,subfield,11
2002,Computer Vision and Pattern Recognition,subfield,59
2002,Conflict Management and Negotiation,primary_topic,2
2002,Conflict of Laws and Jurisdiction,primary_topic,1
2002,"Conservation, Biodiversity, and Resource Management",primary_topic,1
2002,Constraint Satisfaction and Optimization,primary_topic,6
2002,Construction Project Management and Performance,primary_topic,3
2002,Consumer Attitudes and Food Labeling,primary_topic,2
2002,Consumer Behavior in Brand Consumption and Identification,primary_topic,6
2002,Consumer Market Behavior and Pricing,primary_topic,9
2002,Consumer Retail Behavior Studies,primary_topic,3
2002,Context-Aware Activity Recognition Systems,primary_topic,3
2002,Control Systems in Engineering,primary_topic,1
2002,Control and Systems Engineering,subfield,25
2002,Cooperative Studies and Economics,primary_topic,3
2002,Corporate Finance and Governance,primary_topic,39
2002,Corporate Governance and Law,primary_topic,2
2002,Corporate Governance and Management,primary_topic,22
2002,Corporate Insolvency and Governance,primary_topic,1
2002,Corporate Social Responsibility Reporting,primary_topic,1
2002,Creativity in Education and Neuroscience,primary_topic,34
2002,Crime Patterns and Interventions,primary_topic,2
2002,Criminal Justice and Corrections Analysis,primary_topic,1
2002,Criminal Law and Policy,primary_topic,1
2002,Cross-Cultural and Social Analysis,primary_topic,1
2002,Cultural Differences and Values,primary_topic,10
2002,Cultural Industries and Urban Development,primary_topic,2
2002,Cultural Studies,subfield,22
2002,"Cultural, Linguistic, Economic Studies",primary_topic,1
2002,"Culture, Economy, and Development Studies",primary_topic,1
2002,Customer Service Quality and Loyalty,primary_topic,10
2002,Cybersecurity and Cyber Warfare Studies,primary_topic,1
2002,Data Management and Algorithms,primary_topic,2
2002,Data Mining Algorithms and Applications,primary_topic,25
2002,Data Quality and Management,primary_topic,4
2002,Data Visualization and Analytics,primary_topic,32
2002,Deception detection and forensic psychology,primary_topic,2
2002,Decision Sciences,field,592
2002,Decision-Making and Behavioral Economics,primary_topic,305
2002,Delphi Technique in Research,primary_topic,3
2002,Demography,subfield,4
2002,Design Education and Practice,primary_topic,82
2002,Development,subfield,16
2002,Developmental and Educational Psychology,subfield,276
2002,Diet and metabolism studies,primary_topic,1
2002,Differential Equations and Numerical Methods,primary_topic,6
2002,Digital Communication and Language,primary_topic,2
2002,Digital Economy and Work Transformation,primary_topic,1
2002,Digital Games and Media,primary_topic,3
2002,Digital Innovation in Industries,primary_topic,1
2002,Digital Marketing and Social Media,primary_topic,8
2002,Digital Platforms and Economics,primary_topic,11
2002,Discourse Analysis in Language Studies,primary_topic,1
2002,Discrete Mathematics and Combinatorics,subfield,5
2002,Distributed and Parallel Computing Systems,primary_topic,5
2002,Distributed systems and fault tolerance,primary_topic,1
2002,Diverse Aspects of Tourism Research,primary_topic,1
2002,Diverse Educational Innovations Studies,primary_topic,2
2002,Diverse Interdisciplinary Research Innovations,primary_topic,1
2002,Diverse Music Education Insights,primary_topic,2
2002,Diverse academic and cultural studies,primary_topic,4
2002,Diverse multidisciplinary academic research,primary_topic,2
2002,E-Government and Public Services,primary_topic,2
2002,E-Learning and Knowledge Management,primary_topic,1
2002,EEG and Brain-Computer Interfaces,primary_topic,1
2002,EFL/ESL Teaching and Learning,primary_topic,14
2002,ERP Systems Implementation and Impact,primary_topic,3
2002,Earth and Planetary Sciences,field,3
2002,Ecology,subfield,11
2002,Ecology and Vegetation Dynamics Studies,primary_topic,7
2002,"Ecology, Evolution, Behavior and Systematics",subfield,2
2002,Economic Development and Digital Transformation,primary_topic,1
2002,Economic Growth and Productivity,primary_topic,4
2002,Economic Sanctions and International Relations,primary_topic,1
2002,Economic Theory and Institutions,primary_topic,121
2002,Economic Theory and Policy,primary_topic,6
2002,Economic and Business Development Strategies,primary_topic,3
2002,Economic and Environmental Valuation,primary_topic,11
2002,Economic and Social Issues,primary_topic,1
2002,Economic and Technological Developments in Russia,primary_topic,1
2002,Economic theories and models,primary_topic,37
2002,Economics and Econometrics,subfield,352
2002,Economics of Agriculture and Food Markets,primary_topic,2
2002,"Economics, Econometrics and Finance",field,415
2002,Ecosystem dynamics and resilience,primary_topic,2
2002,Education,subfield,119
2002,Education Methods and Practices,primary_topic,2
2002,Education Methods and Technologies,primary_topic,1
2002,Education Systems and Policy,primary_topic,4
2002,Education and Critical Thinking Development,primary_topic,10
2002,Education and Technology Integration,primary_topic,2
2002,"Education, sociology, and vocational training",primary_topic,3
2002,Educational Assessment and Improvement,primary_topic,3
2002,Educational Assessment and Pedagogy,primary_topic,1
2002,Educational Games and Gamification,primary_topic,11
2002,Educational Methods and Teacher Development,primary_topic,2
2002,Educational Practices and Policies,primary_topic,1
2002,Educational Strategies and Epistemologies,primary_topic,8
2002,Educational Tools and Methods,primary_topic,1
2002,Educational and Psychological Assessments,primary_topic,3
2002,Educator Training and Historical Pedagogy,primary_topic,4
2002,Efficiency Analysis Using DEA,primary_topic,1
2002,Ego Development and Educational Practices,primary_topic,1
2002,Elasticity and Wave Propagation,primary_topic,1
2002,Electoral Systems and Political Participation,primary_topic,4
